ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,icao_code,iata_code,gps_code,local_code,coordinates
MX-2113,closed,El Táscate Airport,5561,NA,MX,MX-CHH,San Buenaventura,null,null,null,null,"29.70005, -106.85307"
MX-2114,closed,Palo Blanco Airport,4334,NA,MX,MX-CHH,Nuevo Casas Grandes,null,null,null,null,"30.391, -107.42058"
MX-2115,closed,Rancho El Alto Airport,4288,NA,MX,MX-CHH,San Buenaventura,null,null,null,null,"30.46139, -107.25807"
MX-2116,closed,El Setenta y Siete Airport,5215,NA,MX,MX-CHH,Nuevo Casas Grandes,null,null,null,null,"30.58784, -107.57258"
MX-2117,heliport,Cayo del Centro Heliport,10,NA,MX,MX-CAM,Cayos Arcas,null,null,null,null,"20.20334, -91.961424"
MX-2118,medium_airport,Base N°1 de la Fuerza Aérea Mexicana (General Alfredo Lezama Álvarez),7365,NA,MX,MX-MEX,Zumpango,null,null,null,NLU,"19.735682, -99.002455"
MX-2119,heliport,Helipuerto Campo Militar 37/D - Santa Lucía,7365,NA,MX,MX-MEX,Zumpango,null,null,null,NLU,"19.752188, -98.981398"
MX-2120,heliport,Churubusco Tower Helipad,7972,NA,MX,MX-DIF,Benito Juárez,null,null,null,HZJ,"19.359113, -99.169278"
MX-2121,heliport,Helipuerto Guardia Nacional -Cuartel General,null,NA,MX,MX-DIF,Miguel Hidalgo,null,null,null,null,"19.447706, -99.209257"
MX-2122,small_airport,Mexico City Air Base,null,NA,MX,MX-DIF,Mexico City,null,null,null,null,"19.426074, -99.076606"
MX-2123,heliport,Helipuerto Campo Militar 1-A Naucalpan N°1,null,NA,MX,MX-MEX,Naucalpan,null,null,null,null,"19.43517, -99.243021"
MX-2124,heliport,Helipuerto Campo Militar 1-J Predio Reforma,null,NA,MX,MX-DIF,null,null,null,null,null,"19.44182, -99.21523"
MX-2125,heliport,Helipuerto Hospital Central Militar N°1,null,NA,MX,MX-DIF,null,null,null,null,null,"19.436539, -99.214524"
MX-2126,heliport,Helipuerto Hospital Central Militar N°2,null,NA,MX,MX-DIF,null,null,null,null,null,"19.436833, -99.214378"
MX-2127,heliport,Helipuerto Secretaría de la Defensa Nacional,null,NA,MX,MX-DIF,null,null,null,null,null,"19.441161, -99.217458"
MX-2128,heliport,Helipuerto Campo Militar 1-E El Vergel,null,NA,MX,MX-DIF,null,null,null,null,null,"19.310599, -99.087824"
MX-2129,heliport,Helipuerto Campo Militar 1-L Balbuena,null,NA,MX,MX-DIF,null,null,null,null,null,"19.418486, -99.076119"
MX-2130,heliport,Helipuerto Campo Militar 1-C Tlalpan N°1,null,NA,MX,MX-DIF,null,null,null,null,null,"19.255986, -99.149589"
MX-2131,heliport,Helipuerto Campo Militar 1-C Tlalpan N°2,null,NA,MX,MX-DIF,null,null,null,null,null,"19.255546, -99.149376"
MX-2132,heliport,Helipuerto Campo Militar 1-C Tlalpan N°3,null,NA,MX,MX-DIF,null,null,null,null,null,"19.254976, -99.149282"
MX-2133,heliport,Helipuerto Campo Militar 1-B Popotla,null,NA,MX,MX-DIF,null,null,null,null,null,"19.450679, -99.173377"
MX-2134,heliport,Helipuerto Campo Militar 1-F Santa Fe,null,NA,MX,MX-DIF,null,null,null,null,null,"19.386469, -99.235047"
MX-2135,heliport,Helipuerto Secretaría de Marina Armada de México N°1,null,NA,MX,MX-DIF,null,null,null,null,null,"19.320956, -99.12598"
MX-2136,heliport,Helipuerto Secretaría de Marina Armada de México N°2,null,NA,MX,MX-DIF,null,null,null,null,null,"19.320457, -99.126308"
MX-2137,heliport,Helipuerto Secretaría de Marina Armada de México N°3,null,NA,MX,MX-DIF,null,null,null,null,null,"19.321476, -99.125661"
MX-2138,heliport,Helipuerto Campo Militar 37-B Temamatla N°1,null,NA,MX,MX-MEX,Temamatla,null,null,null,null,"19.185167, -98.866136"
MX-2139,heliport,Helipuerto Campo Militar 37-B Temamatla N°2,null,NA,MX,MX-MEX,Temamatla,null,null,null,null,"19.184234, -98.866394"
MX-2140,heliport,Helipuerto Campo Militar 37-B Temamatla N°3,null,NA,MX,MX-MEX,Temamatla,null,null,null,null,"19.184278, -98.865743"
MX-2141,heliport,Helipuerto Campo Militar 37-C San Miguel de los Jagueyes N°1,null,NA,MX,MX-MEX,null,null,null,null,null,"19.818831, -99.28602"
MX-2142,heliport,Helipuerto Campo Militar 37-C San Miguel de los Jagueyes N°2,null,NA,MX,MX-MEX,null,null,null,null,null,"19.818606, -99.285386"
MX-2143,heliport,Mítikah Tower Helipad,8264,NA,MX,MX-DIF,Benito Juárez,null,null,null,null,"19.359231, -99.168466"
MX-2144,small_airport,Base No. 4 de la Fuerza Aérea Mexicana (General Eduardo Aldasoro Suárez),null,NA,MX,MX-ROO,Cozumel,null,null,null,null,"20.521378, -86.937662"
MX-2145,small_airport,Base Aeronaval Acapulco,16,NA,MX,MX-GRO,Acapulco,null,null,null,null,"16.761744, -99.749916"
MX-2146,heliport,Universidad de la Sierra Sur (UNSIS) Heliport,5190,NA,MX,MX-OAX,Miahuatlán de Porfirio Díaz,null,null,null,null,"16.3432, -96.5803"
MX-2147,heliport,Helipuerto Ciudad de Tlaxcala,null,NA,MX,MX-TLA,Ciudad de Tlaxcala,null,null,null,HGT,"19.299571, -98.248339"
MX-2148,heliport,Helipuerto Panzacola,null,NA,MX,MX-TLA,San Francisco Papalotla,null,null,null,null,"19.160004, -98.233242"
MX-2149,heliport,Helipuerto Villalta,null,NA,MX,MX-TLA,Xocoyuca,null,null,null,null,"19.300278, -98.3925"
MX-2150,heliport,Helipuerto Estación Aérea Militar Nº6 (Campo Militar 16-A Irapuato) Nº1,5700,NA,MX,MX-GUA,Irapuato,null,null,null,null,"20.669504, -101.316234"
MX-2151,heliport,Helipuerto Estación Aérea Militar Nº6 (Campo Militar 16-A Irapuato) Nº2,5700,NA,MX,MX-GUA,Irapuato,null,null,null,null,"20.669243, -101.316476"
MX-2152,heliport,Helipuerto Estación Aérea Militar Nº6 (Campo Militar 16-A Irapuato) Nº3,5700,NA,MX,MX-GUA,Irapuato,null,null,null,null,"20.668992, -101.316685"
MX-2153,heliport,Helipuerto San Miguel de Allende,6682,NA,MX,MX-GUA,San Miguel de Allende,null,null,null,null,"20.907919, -100.703591"
MX-2154,closed,San Tiburcio Airport,6237,NA,MX,MX-ZAC,Mazapil,null,null,null,null,"24.15687, -101.48684"
MX-2155,closed,Rancho El Tres Airport,4524,NA,MX,MX-CHH,Coyame del Sotol,null,null,null,null,"29.705052, -105.55089"
MX-2156,closed,Tosesihua Airport,5161,NA,MX,MX-CHH,Coyame del Sotol,null,null,null,null,"29.79157, -105.42461"
MX-2157,closed,Agua Zarca (Charco de la Yegua) South Airport,4888,NA,MX,MX-CHH,Coyame del Sotol,null,null,null,null,"29.87752, -105.43657"
MX-2158,closed,Agua Zarca (Charco de la Yegua) North Airport,4852,NA,MX,MX-CHH,Coyame del Sotol,null,null,null,null,"29.88962, -105.42781"
MX-2159,closed,Rancho El Pozo Airport,4210,NA,MX,MX-CHH,Coyame del Sotol,null,null,null,null,"29.9249, -105.64591"
MX-2160,closed,Rancho La Yegua Airport,4366,NA,MX,MX-CHH,Villa Ahumada,null,null,null,null,"29.88994, -105.80771"
MX-2161,closed,Cerro Puerto La Palma Airport,3570,NA,MX,MX-SON,Nácori Chico,null,null,null,null,"29.33123, -108.76686"
MX-2162,closed,Mesa Los Bajíos Airport,3724,NA,MX,MX-SON,Sahuaripa,null,null,null,null,"29.26785, -108.82999"
MX-2163,closed,Mesa Las Tierras Airport,3717,NA,MX,MX-SON,Sahuaripa,null,null,null,null,"29.25724, -108.95175"
MX-2164,closed,Agua Fría Airport,2333,NA,MX,MX-SON,Sahuaripa,null,null,null,null,"29.22973, -109.12745"
MX-2165,small_airport,San Bartolo Airport,899,NA,MX,MX-SON,Hermosillo,null,null,null,null,"29.13515, -110.78744"
MX-2166,small_airport,El Carrizo Airport,2400,NA,MX,MX-SON,Benjamín Hill,null,null,null,null,"30.04205, -111.22674"
MX-2167,small_airport,Altamira Airport,3400,NA,MX,MX-COA,Ocampo,null,null,null,null,"28.69676, -102.86586"
MX-2168,small_airport,El Juncal Airport,3202,NA,MX,MX-COA,Ocampo,null,null,null,null,"28.66404, -102.91248"
MX-2169,closed,El Melón Airport,2989,NA,MX,MX-COA,Ocampo,null,null,null,null,"28.92018, -102.82099"
MX-2170,closed,Rancho Los Volcanes Airport,4984,NA,MX,MX-CHH,Ojinaga,null,null,null,null,"28.99024, -104.24244"
MX-2171,small_airport,Los Pozos Airport,3950,NA,MX,MX-CHH,Aldama,null,null,null,null,"29.09223, -105.95562"
MX-2172,closed,Ojo Caliente Airport,5154,NA,MX,MX-CHH,San Buenaventura,null,null,null,null,"29.90913, -107.2641"
MX-2173,closed,Rancho Flores Magón Airport,4919,NA,MX,MX-CHH,San Buenaventura,null,null,null,null,"29.95604, -107.10974"
MX-2174,small_airport,Cedros Airport,1199,NA,MX,MX-SON,Rosario de Tesopaco,null,null,null,null,"27.76578, -109.29469"
MX-2175,small_airport,Mesa Blanca Airport,7097,NA,MX,MX-CHH,Ignacio Zaragoza,null,null,null,null,"29.7063, -107.954621"
MX-2176,closed,Ejido Heroína Airport,6344,NA,MX,MX-CHH,Casas Grandes,null,null,null,null,"29.79972, -108.07989"
MX-2177,heliport,Craft Corporate Helipad,5459,NA,MX,MX-JAL,Guadalajara,null,null,null,HFH,"20.711608, -103.410323"
MX-2178,heliport,ISSSTE Villahermosa General Hospital Helipad,159,NA,MX,MX-TAB,Centro,null,null,null,HSJ,"17.96035, -92.80675"
MX-2179,heliport,CLJ Acatlan Heliport,5026,NA,MX,MX-JAL,Tlaquepaque,null,null,null,HVL,"20.35165, -103.611083"
MX-2180,heliport,Tokiwa Shipboard Helipad,49,NA,MX,MX-SIN,Mazatlán,null,null,null,HWA,"23.216047, -106.391408"
MX-2181,closed,JUDU Jindal Pioneer Helideck,194,NA,MX,MX-TAB,Villahermosa,null,null,null,null,"18.401944, -93.7925"
MX-2182,closed,La Mesa Airport,7983,NA,MX,MX-CHH,Casas Grandes,null,null,null,null,"29.8539, -108.17901"
MX-2183,small_airport,El Presoncito Airport,7150,NA,MX,MX-CHH,Madera,null,null,null,null,"29.42265, -108.39249"
MX-2184,small_airport,Los Ángeles Airport,1250,NA,MX,MX-SON,San Miguel de Horcasitas,null,null,null,null,"29.44166, -110.75201"
MX-2185,small_airport,Rancho Valle de Las Flores Airport,1864,NA,MX,MX-COA,Ocampo,null,null,null,VFS,"27.445028, -102.622828"
MX-2186,small_airport,Los Altares Airport,8159,NA,MX,MX-DUR,Santiago Papasquiaro,null,null,null,LAT,"25.000476, -105.896051"
MX-2187,heliport,Club Hipico Exhacienda del Carmen Heliport,60,NA,MX,MX-GUA,León,null,null,null,HXA,"21.112008, -101.612142"
MX-2188,small_airport,Scorpion Bay Airport,59,NA,MX,MX-BCS,Comodú,null,null,null,SBY,"26.258357, -112.498167"
MX-2189,small_airport,Batopilas Airport,2487,NA,MX,MX-CHH,Batopilas,null,null,null,BTP,"27.061839, -107.710279"
MX-2190,small_airport,San Pedro Airstrip,7940,NA,MX,MX-DUR,Durango,null,null,null,SPR,"23.675776, -104.779349"
MX-2191,small_airport,Mayto Ing. Leo Jiménez Airport,26,NA,MX,MX-JAL,Cabo Corrientes,null,null,null,MLJ,"20.264017, -105.586608"
MX-2192,small_airport,Tancasneque Airport,75,NA,MX,MX-TAM,González,null,null,null,TAN,"22.560092, -98.534408"
MX-2193,small_airport,Talayotes Airport,6240,NA,MX,MX-CHH,Moris,null,null,null,null,"28.23087, -108.75702"
MX-2194,small_airport,El Nejo Airstrip,466,NA,MX,MX-NLE,China,null,null,null,null,"25.71298, -99.21927"
MX-2195,small_airport,Fertifum Airport,6757,NA,MX,MX-CHH,Cuauhtémoc,null,null,null,AFR,"28.71104, -106.908392"
MX-2196,small_airport,Agricola & Ganadera Gusalo Airport,67,NA,MX,MX-SIN,Guasave,null,null,null,AGC,"25.690159, -108.288903"
MX-2197,closed,Camino Rojo Airport,6309,NA,MX,MX-ZAC,Mazapil,null,null,null,null,"24.17961, -101.49016"
MX-2198,small_airport,El Rebaje Airport,6701,NA,MX,MX-CHH,Uruachi,null,null,null,null,"28.04073, -108.94565"
MX-2199,closed,Tecoripa Airport,1309,NA,MX,MX-SON,La Colorada,null,null,null,null,"28.61728, -109.94853"
MX-2200,small_airport,Guisamopa Airport,2379,NA,MX,MX-SON,Sahuaripa,null,null,null,null,"28.65092, -109.10348"
MX-2201,small_airport,Bámori Airport,1775,NA,MX,MX-SON,Arivechi,null,null,null,null,"28.865874, -109.171758"
MX-2202,small_airport,Arivechi Airport,1858,NA,MX,MX-SON,Arivechi,null,null,null,null,"28.92326, -109.16945"
MX-2203,closed,Mesa Alta Airport,1178,NA,MX,MX-SON,San Pedro de la Cueva,null,null,null,null,"29.14958, -109.66738"
MX-2204,small_airport,El Rodeo Airport,2064,NA,MX,MX-SON,Villa Pesquería,null,null,null,null,"29.09547, -110.07146"
MX-2205,small_airport,Las Delicias Airport,2067,NA,MX,MX-SON,Villa Pesquería,null,null,null,null,"29.09947, -110.0715"
MX-2206,small_airport,Cobachi Airport,1545,NA,MX,MX-SON,La Colorada,null,null,null,null,"28.897, -110.24174"
MX-2207,small_airport,El Mezquite Airport,1453,NA,MX,MX-SON,La Colorada,null,null,null,null,"28.85484, -110.29112"
MX-2208,heliport,Helipuerto Hospital General Xoco,7415,NA,MX,MX-DIF,Benito Juárez,null,null,null,null,"19.359629, -99.162943"
MX-2209,heliport,Cuidad Madero Regional Hospital Helipad,79,NA,MX,MX-TAM,Tampico,null,null,null,null,"22.267291, -97.854813"
MX-2210,heliport,La Joya Helipad,3677,NA,MX,MX-MOR,Coatlán del Río,null,null,null,null,"18.679064, -99.448059"
MX-2211,small_airport,Poza Rica Airport,191,NA,MX,MX-VER,Poza Rica de Hidalgo,null,null,null,null,"20.503295, -97.471558"
MX-2212,small_airport,Cabo Rojo Airstrip,59,NA,MX,MX-VER,Tampico El Alto,null,null,null,TAT,"21.726534, -97.553566"
MX-2213,heliport,Helipuerto Guardia Nacional -Cuartel Iztapalapa N°2,null,NA,MX,MX-DIF,null,null,null,null,null,"19.373032, -99.060491"
MX-2214,heliport,Tres Marias Helipad,6840,NA,MX,MX-MIC,Morelia,null,null,null,null,"19.703092, -101.115882"
MX-2215,small_airport,El Capulin Airport,3376,NA,MX,MX-COA,San Buenaventura,null,null,null,null,"27.6311, -101.97355"
MX-2216,closed,Rancho San Pedro de Agua Dulce Airport,3586,NA,MX,MX-COA,San Buenaventura,null,null,null,null,"27.65653, -102.02953"
MX-2217,closed,Palanganas Airport,5776,NA,MX,MX-CHH,Ignacio Zaragoza,null,null,null,null,"29.90156, -107.99457"
MX-2218,small_airport,La Raya Airport,1119,NA,MX,MX-MIC,Tepalcatepec,null,null,null,RYA,"19.133161, -102.813327"
MX-2219,heliport,Bahía Azufre Garrison Heliport,71,NA,MX,MX-COL,Isla Clarión,null,null,null,null,"18.347306, -114.733261"
MX-2220,small_airport,La Santisima Trinidad Airport,101,NA,MX,MX-SIN,Culiacan,null,null,null,LSD,"24.77325, -107.262725"
MX-2221,balloonport,Happypuerto Balloon Field,7516,NA,MX,MX-MEX,San Martín de las Pirámides,null,null,null,ZHPY,"19.69455, -98.818903"
MX-2222,balloonport,Volare Balloon Field,7500,NA,MX,MX-MEX,Teotihuacán,null,null,null,ZVOL,"19.692028, -98.827519"
MX-2223,balloonport,Nuevo Cielo Balloon Field,7517,NA,MX,MX-MEX,San Martín de las Pirámides,null,null,null,ZNCM,"19.700167, -98.822969"
MX-2224,heliport,Acapulco ISSSTE Regional Hospital Helliport,61,NA,MX,MX-GRO,Acapulco de Juárez,null,null,null,HVU,"16.853908, -99.850592"
MX-2225,small_airport,El Milagro Airport,23,NA,MX,MX-TAM,Soto la Marina,null,null,null,EML,"24.104672, -97.782554"
MX-2226,small_airport,La Pradera Airport,820,NA,MX,MX-SON,Hermosillo,null,null,null,LPA,"29.100533, -110.811522"
MX-2227,small_airport,VIP Baja Airport,59,NA,MX,MX-BCS,La Paz,null,null,null,VIP,"23.982915, -109.971707"
MX-2228,small_airport,Mayorga Airport,49,NA,MX,MX-TAB,Balancan,null,null,null,MYG,"17.89348, -91.621316"
MX-2229,closed,Paredon Bayo Airport,1896,NA,MX,MX-SON,Mazatán,null,null,null,null,"28.99263, -110.10309"
MX-2230,heliport,Botz-Ha Heliport,33,NA,MX,MX-ROO,Tulum,null,null,null,HOZ,"20.231444, -87.424333"
MX-2231,heliport,Media Luna Heliport,2139,NA,MX,MX-GRO,Cocula,null,null,null,HLQ,"18.003724, -99.755307"
MX-2232,small_airport,Los Torres Airport,98,NA,MX,MX-CHP,Tapachula,null,null,null,LTR,"14.764383, -92.344119"
MX-2233,heliport,Malva Tower Helipad,2362,NA,MX,MX-NLE,San Pedro Garza Garcia,null,null,null,HVE,"25.645372, -100.322503"
MX-2234,small_airport,Rancho El Cura Airstrip,8442,NA,MX,MX-DUR,Canatlan,null,null,null,CUR,"24.509458, -104.932192"
MX-2235,heliport,Villa Angeles III Heliport,5745,NA,MX,MX-MOR,Cuernavaca,null,null,null,HVK,"18.962106, -99.235725"
MX-2236,heliport,Monarca II Heliport,6299,NA,MX,MX-MIC,Zitacuaro,null,null,null,HUE,"19.484004, -100.392627"
MX-2237,heliport,Baron Balche Heliport,1112,NA,MX,MX-BCN,Ensenada,null,null,null,HKH,"32.099694, -116.634125"
MX-2238,heliport,El Sauz Heliport,8537,NA,MX,MX-MEX,Polotitlan,null,null,null,HUZ,"20.164242, -99.686983"
MX-2239,small_airport,El Pozo Airport,79,NA,MX,MX-BCN,Mexicali,null,null,null,POZ,"32.5238, -114.895549"
MX-2240,heliport,El Agora de la Libertad Helipad,8071,NA,MX,MX-DIF,Miguel Hidalgo,null,null,null,HCY,"19.393941, -99.236274"
MX-2241,small_airport,El Pescadero Airstrip,344,NA,MX,MX-BCS,La Paz,null,null,null,EPS,"23.3879, -110.150481"
MX-2242,heliport,Monarca I Heliport,6798,NA,MX,MX-MIC,Zitacuaro,null,null,null,HUB,"19.514861, -100.411"
MX-2243,small_airport,Arroyo Seco Airstrip,5246,NA,MX,MX-CHH,Casas Grandes,null,null,null,ARS,"30.210344, -107.887083"
MX-2244,heliport,Amoca WHP 1 Platform Helipad,122,NA,MX,MX-TAB,Dos Bocas,null,null,null,HWN,"18.339447, -93.893786"
MX-2245,small_airport,Sigma Airstrip,3494,NA,MX,MX-TAM,Tula,null,null,null,SGM,"22.869915, -99.80299"
MX-2246,small_airport,El Castillo Airport,12,NA,MX,MX-SIN,Culiacan,null,null,null,ECS,"24.579627, -107.706067"
MX-2247,small_airport,San Ramón Airport,328,NA,MX,MX-SIN,Culiacan,null,null,null,SRN,"24.484742, -107.170935"
MX-2248,small_airport,Laguna Seca Puerto Aereo Airport,4436,NA,MX,MX-JAL,Acatlan de Juarez,null,null,null,LGS,"20.335054, -103.557296"
MX-2249,heliport,Angeles South Center Hospital Helipad.,4436,NA,MX,MX-QUE,Queretaro,null,null,null,HCE,"20.609528, -100.378556"
MX-2250,small_airport,Tlaxcala Airstrip,7172,NA,MX,MX-TLA,Tetlatlahuca,null,null,null,HXT,"19.191944, -98.294722"
MX-2251,heliport,Esencia Hotel Heliport,33,NA,MX,MX-ROO,Tulum,null,null,null,HEX,"20.479444, -87.254722"
MX-2252,small_airport,Rancho Agua Blanca Airport,1421,NA,MX,MX-SON,Pitiquito,null,null,null,AGA,"29.618625, -111.777027"
MX-2253,small_airport,El Paso del Aguila Airport,46,NA,MX,MX-CHP,Suchiate,null,null,null,PDA,"14.680053, -92.272812"
MX-2254,small_airport,Las Palmas Airstrip,4757,NA,MX,MX-CHH,Janos,null,null,null,PLP,"31.305368, -108.295404"
MX-2255,closed,Mesa Las Coyoteras Airport,3615,NA,MX,MX-SON,Nácori Chico,null,null,null,null,"29.65692, -108.84943"
MX-2256,closed,Nuevo San Juan de Vaquerías Airport,541,NA,MX,MX-NLE,General Terán,null,null,null,null,"25.13883, -99.05765"
MX-2257,closed,Feliciana Airport,528,NA,MX,MX-NLE,China,null,null,null,null,"25.18224, -99.04475"
MX-2258,closed,Rancho El Muertecito II Airport,493,NA,MX,MX-NLE,General Terán,null,null,null,null,"25.28116, -99.07"
MX-2259,small_airport,Divisaderos Airport,2379,NA,MX,MX-SON,Divisaderos,null,null,null,null,"29.63135, -109.44742"
MX-2260,closed,Old Divisaderos Airport,2309,NA,MX,MX-SON,Divisaderos,null,null,null,null,"29.61418, -109.4617"
MX-2261,closed,Los Aniegos Airport,909,NA,MX,MX-COA,Progreso,null,null,null,null,"27.39364, -100.62541"
MX-2262,closed,Rancho La Capilla Airport,1043,NA,MX,MX-COA,Progreso,null,null,null,null,"27.35283, -100.84949"
MX-2263,heliport,Colombia Bridge Heliport,469,NA,MX,MX-TAM,Nuevo Laredo,null,null,null,null,"27.69479, -99.75255"
MX-2264,heliport,World Trade International Bridge Heliport,466,NA,MX,MX-TAM,Nuevo Laredo,null,null,null,null,"27.59282, -99.54214"
MX-2265,heliport,Corpus Christi Hospital Heliport,167,NA,MX,MX-TAM,Ciudad Camargo,null,null,null,null,"26.32801, -98.83085"
MX-2266,small_airport,El Carrizalejo Airport,4079,NA,MX,MX-COA,San Buenaventura,null,null,null,null,"27.91293, -102.21228"
MX-2267,small_airport,Loma Blanca Airport,1129,NA,MX,MX-COA,Progreso,null,null,null,null,"27.33524, -100.94798"
MX-2268,small_airport,Encinas Airport,1120,NA,MX,MX-COA,Progreso,null,null,null,null,"27.34063, -100.95973"
MX-2269,closed,Palo Blanco Airport,1007,NA,MX,MX-COA,Progreso,null,null,null,null,"27.31151, -100.78061"
MX-2270,closed,Hacienda La Botija Airport,1106,NA,MX,MX-COA,Progreso,null,null,null,null,"27.26321, -100.81681"
MX-2271,closed,La Lajita Airport,1273,NA,MX,MX-COA,Progreso,null,null,null,null,"27.21674, -100.86989"
MX-2272,small_airport,Hacienda El Borrego Airport,1171,NA,MX,MX-COA,Progreso,null,null,null,null,"27.29966, -100.92269"
MX-2273,closed,La Sauceda Airport,3423,NA,MX,MX-COA,Ramos Arizpe,null,null,null,null,"25.84479, -101.32132"
MX-2274,closed,Hacienda Plan de Guadalupe Airport,3196,NA,MX,MX-COA,Ramos Arizpe,null,null,null,null,"26.14323, -101.29715"
MX-2275,small_airport,Mapimí Airport,4319,NA,MX,MX-DUR,Mapimí,null,null,null,null,"25.83928, -103.85153"
MX-2276,closed,Hacienda La Zarca Airport,5951,NA,MX,MX-DUR,Villa Hidalgo,null,null,null,null,"25.84845, -104.72878"
MX-2277,small_airport,Proveedora Agrícola de Tampico Airport,64,NA,MX,MX-TAM,Altamira,null,null,null,null,"22.57288, -98.16287"
MX-2278,balloonport,Volar en Globo Balloon Field,7513,NA,MX,MX-MEX,San Martin de Las Piramides,null,null,null,ZVGA,"19.696111, -98.825833"
MX-2279,heliport,Alta Especialidad Regional Hospital Heliport,7415,NA,MX,MX-MEX,Zumpango,null,null,null,HZG,"19.814553, -99.088204"
MX-2280,heliport,Real San José Hospital Helipad,5256,NA,MX,MX-JAL,Zapopan,null,null,null,HJS,"20.721711, -103.429786"
MX-2281,small_airport,Rancho Las Liebres Airstrip,3766,NA,MX,MX-COA,Parras de La Fuente,null,null,null,RLL,"25.798658, -101.904197"
MX-2282,heliport,Peninsula Lifestyle Helipad,5717,NA,MX,MX-JAL,Guadalajara,null,null,null,HYS,"20.677928, -103.400214"
MX-2283,small_airport,Mazatlan Aerospace Park Airport,82,NA,MX,MX-SIN,Mazatlan,null,null,null,MAP,"23.355, -106.464167"
MX-2284,balloonport,Sky Fiesta Balloons Field,7579,NA,MX,MX-MEX,San Martin de Las Piramides,null,null,null,ZSFB,"19.697778, -98.823056"
MX-2285,balloonport,Sky Balloons Mexico Balloon Field,7513,NA,MX,MX-MEX,San Martin de Las Piramides,null,null,null,ZSBM,"19.696389, -98.823333"
MX-2286,balloonport,Aerostat Balloon Field,7539,NA,MX,MX-MEX,San Martin de Las Piramides,null,null,null,ZVFA,"19.69485, -98.824725"
MX-2287,closed,Campo Experimental Río Bravo Airstrip,101,NA,MX,MX-TAM,Río Bravo,null,null,null,null,"25.96139, -98.0138"
MX-2288,heliport,San Javier Hospital Helipad,5213,NA,MX,MX-JAL,Guadalajara,null,null,null,HJY,"20.688653, -103.389208"
MX-2289,small_airport,La Uva Airport,1168,NA,MX,MX-BCN,Tecate,null,null,null,LUV,"32.291909, -116.534765"
MX-2290,heliport,Uptown II Tower Helipad,6238,NA,MX,MX-QUE,Querétaro,null,null,null,HUW,"20.674444, -100.430278"
MX-2291,small_airport,La Peña del Aguila Airport,6243,NA,MX,MX-DUR,Victoria de Durango,null,null,null,LPG,"24.23598, -104.685725"
MX-2292,small_airport,El Cubilete Airport,446,NA,MX,MX-VER,Sayula de Aleman,null,null,null,CBE,"17.816047, -95.020533"
MX-2293,small_airport,El Robalo Airstrip,95,NA,MX,MX-VER,Hidalgotitlan,null,null,null,ROB,"17.541997, -94.566316"
MX-2294,small_airport,Fumigaciones Aéreas 109 Airport,108,NA,MX,MX-TAM,Río Bravo,null,null,null,null,"25.922566, -98.122509"
MX-2295,closed,El Chaparral Airport,16,NA,MX,MX-TAM,Matamoros,null,null,null,null,"25.36575, -97.60538"
MX-2296,heliport,El Mezquital Naval Station Heliport,3,NA,MX,MX-TAM,Matamoros,null,null,null,null,"25.24318, -97.44425"
MX-2297,closed,La Ponderosa Airstrip,504,NA,MX,MX-TAM,Soto La Marina,null,null,null,null,"23.70322, -98.30328"
MX-2298,heliport,Interlomas 16 Helipad.,8159,NA,MX,MX-MEX,Huixquilucan,null,null,null,HSJ,"19.400834, -99.270862"
MX-2299,heliport,Cima Real Helipad,404,NA,MX,MX-GRO,Acapulco,null,null,null,HSJ,"16.78994, -99.831531"
MX-2300,heliport,GNP Insurance Heliport,7349,NA,MX,MX-DIF,Coyoacan,null,null,null,HGP,"19.346667, -99.128444"
MX-2301,small_airport,Pista Baja,131,NA,MX,MX-SIN,Navolato,null,null,null,PBA,"24.635528, -107.358794"
MX-2302,small_airport,Kilometro 84 Airport,1824,NA,MX,MX-SON,Mazatán,null,null,null,null,"28.98139, -110.11927"
MX-2303,closed,El Jacal Airport,1993,NA,MX,MX-SON,Villa Pesquería,null,null,null,null,"28.95989, -110.04564"
MX-2304,closed,Villa Pesquería (Mátape) Airport,2461,NA,MX,MX-SON,Villa Pesquería,null,null,null,null,"29.10756, -109.97117"
MX-2305,closed,El Refugio Airport,2672,NA,MX,MX-CHH,Madera,null,null,null,null,"29.14964, -108.64173"
MX-2306,closed,Las Hiedras Airport,4341,NA,MX,MX-CHH,Madera,null,null,null,null,"28.90906, -108.64257"
MX-2307,closed,Agua Dulce Airport,5164,NA,MX,MX-CHH,Madera,null,null,null,null,"28.78249, -108.56236"
MX-2308,small_airport,El Maguechi Airport,5518,NA,MX,MX-CHH,Madera,null,null,null,null,"28.73462, -108.5178"
MX-2309,closed,Las Canoas Airport,5984,NA,MX,MX-CHH,Temósachic,null,null,null,null,"28.54048, -108.46353"
MX-2310,closed,El Chabacano Airport,6299,NA,MX,MX-CHH,Temósachic,null,null,null,null,"28.41823, -108.32116"
MX-2311,closed,Huajumar Airport,7201,NA,MX,MX-CHH,Ocampo,null,null,null,null,"28.18902, -108.28054"
MX-2312,closed,Cajurichi Airport,7188,NA,MX,MX-CHH,Ocampo,null,null,null,null,"28.10675, -108.14057"
MX-2313,closed,San Francisco de Yoquivo Airport,7392,NA,MX,MX-CHH,Ocampo,null,null,null,null,"28.0781, -108.03672"
